"","CNT_WGT_MO","MONTH","CNT_VAL_MO","PORT_NAME","PORT","time"
"10010","3450","04","45021","ESCANABA, MI","3808","2015-04"
"10011","0","04","0","MUSKEGON, MI","3815","2015-04"
"10012","0","04","0","DETOUR CITY, MI","3819","2015-04"
"10013","14151593548","04","60670470012","TOTAL FOR ALL PORTS","-","2015-04"
"10014","0","04","0","JACKMAN, ME","0104","2015-04"
"10015","5183689","04","14772143","PORTLAND, ME","0101","2015-04"
"10016","0","04","0","BANGOR, ME","0102","2015-04"
"10017","0","04","0","EASTPORT, ME","0103","2015-04"
"10018","0","04","0","VANCEBORO, ME","0105","2015-04"
"10019","0","04","0","HOULTON, ME","0106","2015-04"
"10020","0","04","0","FORT FAIRFIELD, ME","0107","2015-04"
"10021","0","04","0","VAN BUREN, ME","0108","2015-04"
"10022","0","04","0","MADAWASKA, ME","0109","2015-04"
"10023","0","04","0","FORT KENT, ME","0110","2015-04"
"10024","0","04","0","CALAIS, ME","0115","2015-04"
"10025","0","04","0","LIMESTONE, ME","0118","2015-04"
"10026","0","04","0","ROCKLAND, ME","0121","2015-04"
"10027","0","04","0","BRIDGEWATER, ME","0127","2015-04"
"10028","860445","04","1954695","PORTSMOUTH, NH","0131","2015-04"
"10029","0","04","0","BELFAST, ME","0132","2015-04"
"10030","912841","04","13774058","SEARSPORT, ME","0152","2015-04"
"10031","0","04","0","MANCHESTER USER FEE AIRPORT, NH","0182","2015-04"
"10032","0","04","0","RICHFORD, VT","0203","2015-04"
"10033","0","04","0","BEECHER FALLS, VT","0206","2015-04"
"10034","0","04","0","BURLINGTON, VT","0207","2015-04"
"10035","0","04","0","DERBY LINE, VT","0209","2015-04"
"10036","0","04","0","NORTON, VT","0211","2015-04"
"10037","0","04","0","HIGHGATE SPRINGS-ALBURG, VT","0212","2015-04"
"10038","66573419","04","261160300","BOSTON, MA","0401","2015-04"
"10039","0","04","0","SPRINGFIELD, MA","0402","2015-04"
"10040","0","04","0","WORCESTER, MA","0403","2015-04"
"10041","0","04","0","GLOUCESTER, MA","0404","2015-04"
"10042","0","04","0","NEW BEDFORD, MA","0405","2015-04"
"10043","0","04","0","FALL RIVER, MA","0407","2015-04"
"10044","310477","04","243453","SALEM, MA","0408","2015-04"
"10045","0","04","0","BRIDGEPORT, CT","0410","2015-04"
"10046","0","04","0","HARTFORD, CT","0411","2015-04"
"10047","0","04","0","NEW HAVEN, CT","0412","2015-04"
"10048","16130","04","31449","NEW LONDON, CT","0413","2015-04"
"10049","0","04","0","LAWRENCE, MA","0416","2015-04"
"10050","0","04","0","LOGAN AIRPORT, MA","0417","2015-04"
"10051","0","04","0","L.G. HANSCOM FIELD, BEDFORD, MA","0481","2015-04"
"10052","0","04","0","NEWPORT, RI","0501","2015-04"
"10053","30","04","4211","PROVIDENCE, RI","0502","2015-04"
"10054","0","04","0","OGDENSBURG, NY","0701","2015-04"
"10055","24030","04","67865","MASSENA, NY","0704","2015-04"
"10056","7126","04","23699","ALEXANDRIA BAY, NY","0708","2015-04"
"10057","0","04","0","CHAMPLAIN-ROUSES POINT, NY","0712","2015-04"
"10058","0","04","0","TROUT RIVER, NY","0715","2015-04"
"10059","738041","04","4925563","BUFFALO-NIAGARA FALLS, NY","0901","2015-04"
"10060","264226997","04","709402540","NEW YORK, NY","1001","2015-04"
"10061","1602","04","40559","ROCHESTER, NY","0903","2015-04"
"10062","0","04","0","OSWEGO, NY","0904","2015-04"
"10063","0","04","0","SYRACUSE, NY","0906","2015-04"
"10064","160913","04","1240877","ALBANY, NY","1002","2015-04"
"10065","2195932556","04","10097717604","NEWARK, NJ","1003","2015-04"
"10066","798603","04","15229802","PERTH AMBOY, NJ","1004","2015-04"
"10067","0","04","0","JFK INTERNATIONAL AIRPORT, NY","1012","2015-04"
"10068","0","04","0","MORRISTOWN AIRPORT, NEWARK, NJ","1081","2015-04"
"10069","251482577","04","748043742","PHILADELPHIA, PA","1101","2015-04"
"10070","55586474","04","281661267","CHESTER, PA","1102","2015-04"
"10071","112229760","04","75689608","WILMINGTON, DE","1103","2015-04"
"10072","0","04","0","PITTSBURGH, PA","1104","2015-04"
"10073","0","04","0","PAULSBORO, NJ","1105","2015-04"
"10074","0","04","0","WILKES-BARRE/SCRANTON, PA","1106","2015-04"
"10075","26213","04","479649","CAMDEN, NJ","1107","2015-04"
"10076","0","04","0","PHILADELPHIA INTERNATIONAL AIRPORT, PA","1108","2015-04"
"10077","0","04","0","HARRISBURG, PA","1109","2015-04"
"10078","0","04","0","ALLENTOWN, PA","1119","2015-04"
"10079","0","04","0","ATLANTIC CITY USER FEE AIRPORT, NJ","1182","2015-04"
"10080","0","04","0","ANNAPOLIS, MD","1301","2015-04"
"10081","0","04","0","CAMBRIDGE, MD","1302","2015-04"
"10082","351460066","04","1313103927","BALTIMORE, MD","1303","2015-04"
"10083","0","04","0","BALTIMORE-WASHINGTON INTERNATIONAL AIRPORT, MD","1305","2015-04"
"10084","693609681","04","3416142849","NORFOLK-NEWPORT NEWS, VA","1401","2015-04"
"10085","119546699","04","326339197","WILMINGTON, NC","1501","2015-04"
"10086","12722854","04","1235104","RICHMOND-PETERSBURG, VA","1404","2015-04"
"10087","0","04","0","CHARLESTON, WV","1409","2015-04"
"10088","0","04","0","NEW RIVER VALLEY AIRPORT, VA","1412","2015-04"
"10089","0","04","0","WINSTON-SALEM, NC","1502","2015-04"
"10090","0","04","0","DURHAM, NC","1503","2015-04"
"10091","14080467","04","20691926","BEAUFORT-MOREHEAD CITY, NC","1511","2015-04"
"10092","0","04","0","CHARLOTTE, NC","1512","2015-04"
"10093","0","04","0","COLUMBIA, SC","1604","2015-04"
"10094","669842809","04","3941037337","CHARLESTON, SC","1601","2015-04"
"10095","0","04","0","GEORGETOWN, SC","1602","2015-04"
"10096","0","04","0","GREENVILLE-SPARTANSBURG, SC","1603","2015-04"
"10097","2352046","04","35561457","BRUNSWICK, GA","1701","2015-04"
"10098","965243657","04","5066021243","SAVANNAH, GA","1703","2015-04"
"10099","0","04","0","ATLANTA, GA","1704","2015-04"
"10100","24225072","04","50099659","TAMPA, FL","1801","2015-04"
"10101","340600366","04","323599926","JACKSONVILLE, FL","1803","2015-04"
"10102","0","04","0","FERNANDINA, FL","1805","2015-04"
"10103","0","04","0","ORLANDO, FL","1808","2015-04"
"10104","0","04","0","ORLANDO-SANFORD AIRPORT, FL","1809","2015-04"
"10105","0","04","0","ST. PETERSBURG, FL","1814","2015-04"
"10106","0","04","0","PORT CANAVERAL, FL","1816","2015-04"
"10107","8987750","04","40551894","PANAMA CITY, FL","1818","2015-04"
"10108","0","04","0","PENSACOLA, FL","1819","2015-04"
"10109","41074692","04","22408789","PORT MANATEE, FL","1821","2015-04"
"10110","0","04","0","FORT MYERS AIRPORT, FL","1822","2015-04"
"10111","0","04","0","SARASOTA-BRADENTON AIRPORT, FL","1883","2015-04"
"10112","0","04","0","DAYTONA BEACH INTERNATIONAL AIRPORT, FL","1884","2015-04"
"10113","0","04","0","MELBOURNE REGIONAL AIRPORT, FL","1885","2015-04"
"10114","0","04","0","ORLANDO EXECUTIVE AIRPORT, FL","1888","2015-04"
"10115","143022927","04","338633808","MOBILE, AL","1901","2015-04"
"10116","70247421","04","84626802","GULFPORT, MS","1902","2015-04"
"10117","6401","04","16197","PASCAGOULA, MS","1903","2015-04"
"10118","0","04","0","BIRMINGHAM, AL","1904","2015-04"
"10119","0","04","0","HUNTSVILLE, AL","1910","2015-04"
"10120","33450","04","1145799","MORGAN CITY, LA","2001","2015-04"
"10121","205800229","04","411958908","NEW ORLEANS, LA","2002","2015-04"
"10122","0","04","0","LITTLE ROCK, AR","2003","2015-04"
"10123","24028224","04","21401580","BATON ROUGE, LA","2004","2015-04"
"10124","171962","04","1007028","PORT SULPHUR, LA","2005","2015-04"
"10125","0","04","0","MEMPHIS, TN","2006","2015-04"
"10126","0","04","0","NASHVILLE, TN","2007","2015-04"
"10127","0","04","0","CHATTANOOGA, TN","2008","2015-04"
"10128","124869708","04","19105201","GRAMERCY, LA","2010","2015-04"
"10129","0","04","0","GREENVILLE, MS","2011","2015-04"
"10130","0","04","0","VICKSBURG, MS","2015","2015-04"
"10131","0","04","0","KNOXVILLE, TN","2016","2015-04"
"10132","19596","04","8589","LAKE CHARLES, LA","2017","2015-04"
"10133","0","04","0","SHREVEPORT-BOSSIER CITY, LA","2018","2015-04"
"10134","0","04","0","TRI-CITY AIRPORT, BLOUNTVILLE, TN","2027","2015-04"
"10135","2557920","04","2044591","PORT ARTHUR, TX","2101","2015-04"
"10136","0","04","0","ORANGE, TX","2103","2015-04"
"10137","9587266","04","7963674","BEAUMONT, TX","2104","2015-04"
"10138","6255266","04","9539815","BROWNSVILLE, TX","2301","2015-04"
"10139","0","04","0","DEL RIO, TX","2302","2015-04"
"10140","0","04","0","EAGLE PASS, TX","2303","2015-04"
"10141","0","04","0","LAREDO, TX","2304","2015-04"
"10142","0","04","0","HILDAGO, TX","2305","2015-04"
"10143","0","04","0","RIO GRANDE CITY, TX","2307","2015-04"
"10144","0","04","0","PROGRESO, TX","2309","2015-04"
"10145","0","04","0","ROMA, TX","2310","2015-04"
"10146","0","04","0","VALLEY INTERNATIONAL AIRPORT, HARLINGEN, TX","2383","2015-04"
"10147","0","04","0","EL PASO, TX","2402","2015-04"
"10148","0","04","0","PRESIDIO, TX","2403","2015-04"
"10149","0","04","0","COLUMBUS, NM","2406","2015-04"
"10150","0","04","0","ALBUQUERQUE, NM","2407","2015-04"
"10151","0","04","0","SANTA TERESA, NM","2408","2015-04"
"10152","45170455","04","30909256","SAN DIEGO, CA","2501","2015-04"
"10153","0","04","0","TECATE, CA","2505","2015-04"
"10154","0","04","0","OTAY MESA, CA","2506","2015-04"
"10155","0","05","0","SAN JUAN INTERNATIONAL AIRPORT, PR","4913","2015-05"
"10156","160757313","05","324706591","SAN JUAN, PR","4909","2015-05"
"10157","178082560","05","18122421","JOBOS, PR","4911","2015-05"
"10158","0","05","0","GUAYANILLA, PR","4912","2015-05"
"10159","1013812","05","1473211","CHARLOTTE AMALIE, VI","5101","2015-05"
"10160","0","05","0","CRUZ BAY, VI","5102","2015-05"
"10161","332465","05","387513","CHRISTIANSTED, VI","5104","2015-05"
"10162","263063654","05","1102439627","MIAMI, FL","5201","2015-05"
"10163","0","05","0","KEY WEST, FL","5202","2015-05"
"10164","264989432","05","738051795","PORT EVERGLADES, FL","5203","2015-05"
"10165","10060353","05","20687715","WEST PALM BEACH, FL","5204","2015-05"
"10166","7100","05","32000","FORT PIERCE, FL","5205","2015-05"
"10167","0","05","0","MIAMI INTERNATIONAL AIRPORT, FL","5206","2015-05"
"10168","0","05","0","HOUSTON INTERCONTINENTAL AIRPORT, TX","5309","2015-05"
"10169","0","05","0","FT. LAUDERDALE INTERNATIONAL AIRPORT, FL","5210","2015-05"
"10170","896685476","05","3038825073","HOUSTON, TX","5301","2015-05"
"10171","0","05","0","TEXAS CITY, TX","5306","2015-05"
"10172","19372567","05","63243615","GALVESTON, TX","5310","2015-05"
"10173","25521325","05","11834566","FREEPORT, TX","5311","2015-05"
"10174","1033815","05","13315609","CORPUS CHRISTI, TX","5312","2015-05"
"10175","27890806","05","13818499","PORT LAVACA, TX","5313","2015-05"
"10176","70057","05","316320","WASHINGTON, DC","5401","2015-05"
"10177","0","05","0","ALEXANDRIA, VA","5402","2015-05"
"10178","0","05","0","DALLAS-FORT WORTH, TX","5501","2015-05"
"10179","0","05","0","AMARILLO, TX","5502","2015-05"
"10180","0","05","0","LUBBOCK, TX","5503","2015-05"
"10181","0","05","0","OKLAHOMA CITY, OK","5504","2015-05"
"10182","0","05","0","TULSA, OK","5505","2015-05"
"10183","0","05","0","AUSTIN, TX","5506","2015-05"
"10184","0","05","0","SAN ANTONIO, TX","5507","2015-05"
"10185","0","05","0","FORT WORTH ALLIANCE AIRPORT, TX","5583","2015-05"
"10186","0","05","0","ADDISON AIRPORT, DALLAS, TX","5584","2015-05"
"10187","0","05","0","DALLAS LOVE FIELD, DALLAS, TX","5588","2015-05"
"10188","0","05","0","VESSELS UNDER OWN POWER","6000","2015-05"
"10189","0","05","0","LOW VALUE","7070","2015-05"
"10190","0","05","0","ALEXANDRIA BAY, NY","0708","2015-05"
"10191","3102","05","19290","MELLVILLE, RI","0503","2015-05"
"10192","0","05","0","OGDENSBURG, NY","0701","2015-05"
"10193","522","05","2842","MASSENA, NY","0704","2015-05"
"10194","0","05","0","CHAMPLAIN-ROUSES POINT, NY","0712","2015-05"
"10195","0","05","0","TROUT RIVER, NY","0715","2015-05"
"10196","1109210","05","6966716","BUFFALO-NIAGARA FALLS, NY","0901","2015-05"
"10197","0","05","0","ROCHESTER, NY","0903","2015-05"
"10198","499600","05","1095873","OSWEGO, NY","0904","2015-05"
"10199","0","05","0","SYRACUSE, NY","0906","2015-05"
"10200","178040688","05","771334300","NEW YORK, NY","1001","2015-05"
"10201","24467459","05","7170759","ALBANY, NY","1002","2015-05"
"10202","2089530456","05","10125136799","NEWARK, NJ","1003","2015-05"
"10203","895451","05","18331071","PERTH AMBOY, NJ","1004","2015-05"
"10204","0","05","0","JFK INTERNATIONAL AIRPORT, NY","1012","2015-05"
"10205","0","05","0","MORRISTOWN AIRPORT, NEWARK, NJ","1081","2015-05"
"10206","293019560","05","729189916","PHILADELPHIA, PA","1101","2015-05"
"10207","56814863","05","301279485","CHESTER, PA","1102","2015-05"
"10208","126787092","05","43375565","WILMINGTON, DE","1103","2015-05"
"10209","0","05","0","PITTSBURGH, PA","1104","2015-05"
"10210","582","05","4042","PAULSBORO, NJ","1105","2015-05"
"10211","0","05","0","WILKES-BARRE/SCRANTON, PA","1106","2015-05"
"10212","3533771","05","2453871","CAMDEN, NJ","1107","2015-05"
"10213","0","05","0","PHILADELPHIA INTERNATIONAL AIRPORT, PA","1108","2015-05"
"10214","0","05","0","HARRISBURG, PA","1109","2015-05"
"10215","0","05","0","ALLENTOWN, PA","1119","2015-05"
"10216","0","05","0","ATLANTIC CITY USER FEE AIRPORT, NJ","1182","2015-05"
"10217","21831","05","33051","ANNAPOLIS, MD","1301","2015-05"
"10218","0","05","0","CAMBRIDGE, MD","1302","2015-05"
"10219","403723639","05","1418475102","BALTIMORE, MD","1303","2015-05"
"10220","0","05","0","BALTIMORE-WASHINGTON INTERNATIONAL AIRPORT, MD","1305","2015-05"
"10221","713206604","05","3617161941","NORFOLK-NEWPORT NEWS, VA","1401","2015-05"
"10222","43637","05","380463","RICHMOND-PETERSBURG, VA","1404","2015-05"
"10223","0","05","0","CHARLESTON, WV","1409","2015-05"
"10224","0","05","0","NEW RIVER VALLEY AIRPORT, VA","1412","2015-05"
"10225","102782878","05","397103320","WILMINGTON, NC","1501","2015-05"
"10226","0","05","0","WINSTON-SALEM, NC","1502","2015-05"
"10227","647133541","05","3861215022","CHARLESTON, SC","1601","2015-05"
"10228","0","05","0","DURHAM, NC","1503","2015-05"
"10229","35841882","05","25947232","BEAUFORT-MOREHEAD CITY, NC","1511","2015-05"
"10230","0","05","0","CHARLOTTE, NC","1512","2015-05"
"10231","0","05","0","GEORGETOWN, SC","1602","2015-05"
"10232","0","05","0","GREENVILLE-SPARTANSBURG, SC","1603","2015-05"
"10233","0","05","0","COLUMBIA, SC","1604","2015-05"
"10234","2363007","05","32258187","BRUNSWICK, GA","1701","2015-05"
"10235","1045772808","05","5192062240","SAVANNAH, GA","1703","2015-05"
"10236","0","05","0","ATLANTA, GA","1704","2015-05"
"10237","27224199","05","51213565","TAMPA, FL","1801","2015-05"
"10238","358912493","05","403432754","JACKSONVILLE, FL","1803","2015-05"
"10239","0","05","0","FERNANDINA, FL","1805","2015-05"
"10240","0","05","0","ORLANDO, FL","1808","2015-05"
"10241","0","05","0","ORLANDO-SANFORD AIRPORT, FL","1809","2015-05"
"10242","0","05","0","ST. PETERSBURG, FL","1814","2015-05"
"10243","0","05","0","PORT CANAVERAL, FL","1816","2015-05"
"10244","8116104","05","49957992","PANAMA CITY, FL","1818","2015-05"
"10245","0","05","0","PENSACOLA, FL","1819","2015-05"
"10246","34131860","05","18861643","PORT MANATEE, FL","1821","2015-05"
"10247","0","05","0","FORT MYERS AIRPORT, FL","1822","2015-05"
"10248","0","05","0","SARASOTA-BRADENTON AIRPORT, FL","1883","2015-05"
"10249","0","05","0","DAYTONA BEACH INTERNATIONAL AIRPORT, FL","1884","2015-05"
"10250","0","05","0","MELBOURNE REGIONAL AIRPORT, FL","1885","2015-05"
"10251","0","05","0","ORLANDO EXECUTIVE AIRPORT, FL","1888","2015-05"
"10252","148749633","05","324348812","MOBILE, AL","1901","2015-05"
"10253","46383870","05","101546580","GULFPORT, MS","1902","2015-05"
"10254","0","05","0","PASCAGOULA, MS","1903","2015-05"
"10255","0","05","0","BIRMINGHAM, AL","1904","2015-05"
"10256","0","05","0","HUNTSVILLE, AL","1910","2015-05"
"10257","76665547","05","38310401","BATON ROUGE, LA","2004","2015-05"
"10258","366521","05","1071348","MORGAN CITY, LA","2001","2015-05"
"10259","276637207","05","439154586","NEW ORLEANS, LA","2002","2015-05"
"10260","0","05","0","LITTLE ROCK, AR","2003","2015-05"
"10261","81968","05","271276","PORT SULPHUR, LA","2005","2015-05"
"10262","0","05","0","MEMPHIS, TN","2006","2015-05"
"10263","0","05","0","NASHVILLE, TN","2007","2015-05"
"10264","0","05","0","CHATTANOOGA, TN","2008","2015-05"
"10265","24875964","05","1575820","GRAMERCY, LA","2010","2015-05"
"10266","0","05","0","GREENVILLE, MS","2011","2015-05"
"10267","0","05","0","VICKSBURG, MS","2015","2015-05"
"10268","0","05","0","KNOXVILLE, TN","2016","2015-05"
"10269","6000000","05","3484709","LAKE CHARLES, LA","2017","2015-05"
"10270","0","05","0","SHREVEPORT-BOSSIER CITY, LA","2018","2015-05"
"10271","0","05","0","TRI-CITY AIRPORT, BLOUNTVILLE, TN","2027","2015-05"
"10272","67073933","05","29250491","PORT ARTHUR, TX","2101","2015-05"
"10273","0","05","0","ORANGE, TX","2103","2015-05"
"10274","12500000","05","5606250","BEAUMONT, TX","2104","2015-05"
"10275","409457","05","5986188","BROWNSVILLE, TX","2301","2015-05"
"10276","0","05","0","DEL RIO, TX","2302","2015-05"
"10277","0","05","0","EAGLE PASS, TX","2303","2015-05"
"10278","0","05","0","LAREDO, TX","2304","2015-05"
"10279","0","05","0","HILDAGO, TX","2305","2015-05"
"10280","0","05","0","RIO GRANDE CITY, TX","2307","2015-05"
"10281","0","05","0","PROGRESO, TX","2309","2015-05"
"10282","0","05","0","ROMA, TX","2310","2015-05"
"10283","0","05","0","VALLEY INTERNATIONAL AIRPORT, HARLINGEN, TX","2383","2015-05"
"10284","0","05","0","EL PASO, TX","2402","2015-05"
"10285","0","05","0","PRESIDIO, TX","2403","2015-05"
"10286","0","05","0","COLUMBUS, NM","2406","2015-05"
"10287","0","05","0","ALBUQUERQUE, NM","2407","2015-05"
"10288","0","05","0","SANTA TERESA, NM","2408","2015-05"
"10289","46938801","05","24809135","SAN DIEGO, CA","2501","2015-05"
"10290","0","05","0","TECATE, CA","2505","2015-05"
"10291","0","05","0","OTAY MESA, CA","2506","2015-05"
"10292","0","05","0","CALEXICO-EAST, CA","2507","2015-05"
"10293","0","05","0","DOUGLAS, AZ","2601","2015-05"
"10294","0","05","0","LUKEVILLE, AZ","2602","2015-05"
"10295","0","05","0","NACO, AZ","2603","2015-05"
"10296","0","05","0","NOGALES, AZ","2604","2015-05"
"10297","0","05","0","PHOENIX, AZ","2605","2015-05"
"10298","0","05","0","SAN LUIS, AZ","2608","2015-05"
"10299","0","05","0","TUCSON, AZ","2609","2015-05"
"10300","3142956915","05","16852475606","LOS ANGELES, CA","2704","2015-05"
"10301","325982","05","412107","PORT SAN LUIS, CA","2707","2015-05"
"10302","889233868","05","4302331849","LONG BEACH, CA","2709","2015-05"
"10303","18966","05","55320","EL SEGUNDO, CA","2711","2015-05"
"10304","46023267","05","65120578","PORT HUENEME, CA","2713","2015-05"
"10305","0","05","0","MORRO BAY, CA","2719","2015-05"
"10306","0","05","0","LOS ANGELES INTERNATIONAL AIRPORT, CA","2720","2015-05"
"10307","0","05","0",NA,"2782","2015-05"
"10308","0","05","0","ONTARIO INTERNATIONAL AIRPORT, CA","2721","2015-05"
"10309","0","05","0","LAS VEGAS, NV","2722","2015-05"
"10310","0","05","0",NA,"2781","2015-05"
"10311","0","05","0","MEADOWS FIELD AIRPORT BAKERSFIELD, CA","2786","2015-05"
"10312","0","05","0","SAN FRANCISCO INTERNATIONAL AIRPORT, CA","2801","2015-05"
"10313","0","05","0","EUREKA, CA","2802","2015-05"
"10314","0","05","0","FRESNO, CA","2803","2015-05"
"10315","0","05","0","MONTEREY, CA","2805","2015-05"
"10316","12342633","05","31031243","SAN FRANCISCO, CA","2809","2015-05"
"10317","20928816","05","14699332","STOCKTON, CA","2810","2015-05"
"10318","622385978","05","2173529141","OAKLAND, CA","2811","2015-05"
"10319","23223818","05","22119486","RICHMOND, CA","2812","2015-05"
"10320","1158","05","5025","ALAMEDA, CA","2813","2015-05"
"10321","0","05","0","CROCKETT, CA","2815","2015-05"
"10322","0","05","0","MARTINEZ, CA","2820","2015-05"
"10323","0","05","0","REDWOOD CITY, CA","2821","2015-05"
"10324","0","05","0","SAN JOAQUIN RIVER, CA","2828","2015-05"
"10325","15926","05","38746","SAN PABLO BAY, CA","2829","2015-05"
"10326","0","05","0","CARQUINEZ STRAIT, CA","2830","2015-05"
"10327","0","05","0","RENO, NV","2833","2015-05"
"10328","0","05","0","SAN JOSE INTERNATIONAL AIRPORT, CA","2834","2015-05"
"10329","0","05","0","COOS BAY, OR","2903","2015-05"
"10330","0","05","0","SACRAMENTO INTERNATIONAL AIRPORT, CA","2835","2015-05"
"10331","2247","05","298511","ASTORIA, OR","2901","2015-05"
"10332","0","05","0","NEWPORT, OR","2902","2015-05"
"10333","2679848","05","3430149","VANCOUVER, WA","2908","2015-05"
"10334","1937430","05","22294006","PORTLAND, OR","2904","2015-05"
"10335","0","05","0","LONGVIEW, WA","2905","2015-05"
"10336","0","05","0","BOISE, ID","2907","2015-05"
"10337","38400","05","184800","KALAMA, WA","2909","2015-05"
"10338","0","05","0","PORTLAND INTERNATIONAL AIRPORT, WA","2910","2015-05"
"10339","298061950","05","1181161255","SEATTLE, WA","3001","2015-05"
"10340","478348878","05","3033157079","TACOMA, WA","3002","2015-05"
"10341","0","05","0","ABERDEEN-HOQUIAM, WA","3003","2015-05"
"10342","235775","05","2016940","BLAINE, WA","3004","2015-05"
"10343","0","05","0","BELLINGHAM, WA","3005","2015-05"
"10344","2602361","05","137596733","EVERETT, WA","3006","2015-05"
"10345","0","05","0","PORT ANGELES, WA","3007","2015-05"
"10346","0","05","0","PORT TOWNSEND, WA","3008","2015-05"
"10347","0","05","0","SUMAS, WA","3009","2015-05"
"10348","0","05","0","ANACORTES, WA","3010","2015-05"
"10349","0","05","0","DANVILLE, WA","3012","2015-05"
"10350","0","05","0","FERRY, WA","3013","2015-05"
"10351","0","05","0","FRIDAY HARBOR, WA","3014","2015-05"
"10352","0","05","0","BOUNDARY, WA","3015","2015-05"
"10353","0","05","0","LAURIER, WA","3016","2015-05"
"10354","0","05","0","POINT ROBERTS, WA","3017","2015-05"
"10355","0","05","0","OROVILLE, WA","3019","2015-05"
"10356","0","05","0","FRONTIER, WA","3020","2015-05"
"10357","0","05","0","SPOKANE, WA","3022","2015-05"
"10358","0","05","0","LYNDEN, WA","3023","2015-05"
"10359","0","05","0","METALINE FALLS, WA","3025","2015-05"
"10360","0","05","0","OLYMPIA, WA","3026","2015-05"
"10361","0","05","0","NEAH BAY, WA","3027","2015-05"
"10362","0","05","0","SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA","3029","2015-05"
"10363","0","05","0","GRANT COUNTY AIRPORT, WA","3082","2015-05"
"10364","0","05","0","JUNEAU, AK","3101","2015-05"
"10365","0","05","0","KETCHIKAN, AK","3102","2015-05"
"10366","0","05","0","SKAGWAY, AK","3103","2015-05"
"10367","0","05","0","ALCAN, AK","3104","2015-05"
"10368","0","05","0","WRANGELL, AK","3105","2015-05"
"10369","0","05","0","DALTON CACHE, AK","3106","2015-05"
"10370","0","05","0","VALDEZ, AK","3107","2015-05"
"10371","0","05","0","FAIRBANKS, AK","3111","2015-05"
"10372","0","05","0","SITKA, AK","3115","2015-05"
"10373","3131690","05","1798523","ANCHORAGE, AK","3126","2015-05"
"10374","22481029","05","41450325","HONOLULU, HI","3201","2015-05"
"10375","0","05","0","HILO, HI","3202","2015-05"
"10376","3240","05","8579","KAHULUI, HI","3203","2015-05"
"10377","0","05","0","NAWILIWILI-PORT ALLEN, HI","3204","2015-05"
"10378","0","05","0","HONOLULU INTERNATIONAL AIRPORT, HI","3205","2015-05"
"10379","0","05","0","KONA, HI","3206","2015-05"
"10380","0","05","0","RAYMOND, MT","3301","2015-05"
"10381","0","05","0","EASTPORT, ID","3302","2015-05"
"10382","0","05","0","SALT LAKE CITY, UT","3303","2015-05"
"10383","0","05","0","GREAT FALLS, MT","3304","2015-05"
"10384","0","05","0","BUTTE, MT","3305","2015-05"
"10385","0","05","0","TURNER, MT","3306","2015-05"
"10386","0","05","0","DENVER, CO","3307","2015-05"
"10387","0","05","0","PORTHILL, ID","3308","2015-05"
"10388","0","05","0","SCOBEY, MT","3309","2015-05"
"10389","0","05","0","SWEETGRASS, MT","3310","2015-05"
"10390","0","05","0","PIEGAN, MT","3316","2015-05"
"10391","0","05","0","OPHEIM, MT","3317","2015-05"
"10392","0","05","0","ROOSVILLE, MT","3318","2015-05"
"10393","0","05","0","WHITLASH, MT","3321","2015-05"
"10394","0","05","0","DEL BONITA, MT","3322","2015-05"
"10395","0","05","0","WILDHORSE, MT","3323","2015-05"
"10396","0","05","0","KALISPELL AIRPORT, MT","3324","2015-05"
"10397","0","05","0","HAVRE, MT","3325","2015-05"
"10398","0","05","0","CENTENNIAL AIRPORT, CO","3384","2015-05"
"10399","0","05","0","PEMBINA, ND","3401","2015-05"
"10400","0","05","0","PORTAL, ND","3403","2015-05"
"10401","0","05","0","NECHE, ND","3404","2015-05"
"10402","0","05","0","NORTHGATE, ND","3406","2015-05"
"10403","0","05","0","WALHALLA, ND","3407","2015-05"
"10404","0","05","0","HANNAH, ND","3408","2015-05"
"10405","14409914338","05","61784771722","TOTAL FOR ALL PORTS","-","2015-05"
"10406","0","05","0","HANSBORO, ND","3415","2015-05"
"10407","0","05","0","SARLES, ND","3409","2015-05"
"10408","0","05","0","FARGO, ND","3411","2015-05"
"10409","0","05","0","SHERWOOD, ND","3414","2015-05"
"10410","0","05","0","MAIDA, ND","3416","2015-05"
"10411","0","05","0","FORTUNA, ND","3417","2015-05"
"10412","0","05","0","WESTHOPE, ND","3419","2015-05"
"10413","0","05","0","CARBURY, ND","3421","2015-05"
"10414","0","05","0","DUNSEITH, ND","3422","2015-05"
"10415","0","05","0","WARROAD, MN","3423","2015-05"
"10416","0","05","0","BAUDETTE, MN","3424","2015-05"
"10417","0","05","0","ROSEAU, MN","3426","2015-05"
"10418","0","05","0","GRAND FORKS, ND","3427","2015-05"
"10419","0","05","0","LANCASTER, MN","3430","2015-05"
"10420","0","05","0","MINOT AIRPORT, ND","3434","2015-05"
"10421","0","05","0","MINNEAPOLIS-ST. PAUL, MN","3501","2015-05"
"10422","0","05","0","SIOUX FALLS, SD","3502","2015-05"
"10423","33142","05","88824","DULUTH, MN - SUPERIOR, WI","3510","2015-05"
"10424","0","05","0","ASHLAND, WI","3511","2015-05"
"10425","0","05","0","OMAHA, NE","3512","2015-05"
"10426","0","05","0","DES MOINES, IA","3513","2015-05"
"10427","17459584","05","72849846","INTERNATIONAL FALLS-RANIER, MN","3604","2015-05"
