"","CNT_WGT_MO","MONTH","CNT_VAL_MO","PORT_NAME","PORT","time"
"198","0","01","0","RAYMOND, MT","3301","2013-01"
"199","0","01","0","BUTTE, MT","3305","2013-01"
"200","0","01","0","EASTPORT, ID","3302","2013-01"
"201","0","01","0","SALT LAKE CITY, UT","3303","2013-01"
"202","0","01","0","GREAT FALLS, MT","3304","2013-01"
"203","0","01","0","TURNER, MT","3306","2013-01"
"204","0","01","0","DENVER, CO","3307","2013-01"
"205","0","01","0","PORTHILL, ID","3308","2013-01"
"206","0","01","0","SCOBEY, MT","3309","2013-01"
"207","0","01","0","SWEETGRASS, MT","3310","2013-01"
"208","0","01","0","WHITETAIL, MT","3312","2013-01"
"209","0","01","0","PIEGAN, MT","3316","2013-01"
"210","0","01","0","OPHEIM, MT","3317","2013-01"
"211","0","01","0","ROOSVILLE, MT","3318","2013-01"
"212","0","01","0","WHITLASH, MT","3321","2013-01"
"213","0","01","0","DEL BONITA, MT","3322","2013-01"
"214","0","01","0","WILDHORSE, MT","3323","2013-01"
"215","0","01","0","KALISPELL AIRPORT, MT","3324","2013-01"
"216","0","01","0","CENTENNIAL AIRPORT, CO","3384","2013-01"
"217","0","01","0","BOZEMAN YELLOWSTONE USER FEE AIRPORT, BELGRADE, MT","3386","2013-01"
"218","0","01","0","PEMBINA, ND","3401","2013-01"
"219","0","01","0","PORTAL, ND","3403","2013-01"
"220","0","01","0","NECHE, ND","3404","2013-01"
"221","0","01","0","ST. JOHN, ND","3405","2013-01"
"222","0","01","0","NORTHGATE, ND","3406","2013-01"
"223","0","01","0","WALHALLA, ND","3407","2013-01"
"224","0","01","0","HANNAH, ND","3408","2013-01"
"225","0","01","0","SARLES, ND","3409","2013-01"
"226","0","01","0","AMBROSE, ND","3410","2013-01"
"227","0","01","0","FARGO, ND","3411","2013-01"
"228","0","01","0","ANTLER, ND","3413","2013-01"
"229","0","01","0","SHERWOOD, ND","3414","2013-01"
"230","0","01","0","HANSBORO, ND","3415","2013-01"
"231","0","01","0","MAIDA, ND","3416","2013-01"
"232","0","01","0","FORTUNA, ND","3417","2013-01"
"233","0","01","0","WESTHOPE, ND","3419","2013-01"
"234","0","01","0","NOONAN, ND","3420","2013-01"
"235","0","01","0","CARBURY, ND","3421","2013-01"
"236","0","01","0","DUNSEITH, ND","3422","2013-01"
"237","0","01","0","WARROAD, MN","3423","2013-01"
"238","0","01","0","BAUDETTE, MN","3424","2013-01"
"239","0","01","0","PINECREEK, MN","3425","2013-01"
"240","0","01","0","ROSEAU, MN","3426","2013-01"
"241","0","01","0","GRAND FORKS, ND","3427","2013-01"
"242","0","01","0","MINNEAPOLIS-ST. PAUL, MN","3501","2013-01"
"243","0","01","0","SIOUX FALLS, SD","3502","2013-01"
"244","242774","01","1802304","DULUTH, MN - SUPERIOR, WI","3510","2013-01"
"245","0","01","0","ASHLAND, WI","3511","2013-01"
"246","0","01","0","OMAHA, NE","3512","2013-01"
"247","0","01","0","DES MOINES, IA","3513","2013-01"
"248","10584733","01","9232900","INTERNATIONAL FALLS-RANIER, MN","3604","2013-01"
"249","0","01","0","GRAND PORTAGE, MN","3613","2013-01"
"250","551","01","6005","MILWAUKEE, WI","3701","2013-01"
"251","0","01","0","GREEN BAY, WI","3703","2013-01"
"252","9453","01","174821","RACINE, WI","3708","2013-01"
"253","18722161","01","89555611","DETROIT, MI","3801","2013-01"
"254","8202435","01","40607613","PORT HURON, MI","3802","2013-01"
"255","338474","01","216786","SAULT STE MARIE, MI","3803","2013-01"
"256","0","01","0","BATTLE CREEK, MI","3805","2013-01"
"257","0","01","0","GRAND RAPIDS, MI","3806","2013-01"
"258","0","01","0","DETROIT METROPOLITAN AIRPORT, MI","3807","2013-01"
"259","0","01","0","ESCANABA, MI","3808","2013-01"
"260","0","01","0","MARQUETTE, MI","3809","2013-01"
"261","0","01","0","ROGERS CITY, MI","3818","2013-01"
"262","11233","01","671604","DETOUR CITY, MI","3819","2013-01"
"263","0","01","0","MACKINAC ISLAND, MI","3820","2013-01"
"264","0","01","0","WILLOW RUN AIRPORT, YPSILANTI, MI","3882","2013-01"
"265","0","01","0","PRESQUE ISLE, MI","3842","2013-01"
"266","0","01","0","ALPENA, MI","3843","2013-01"
"267","0","01","0","OAKLAND-PONTIAC AIRPORT, MI","3881","2013-01"
"268","0","01","0","CAPITAL REGION INTERNATIONAL AIRPORT, LANSING, MI","3883","2013-01"
"269","768619","01","2882189","CHICAGO, IL","3901","2013-01"
"270","0","01","0","PEORIA, IL","3902","2013-01"
"271","0","01","0","GARY, IN","3905","2013-01"
"272","0","01","0","DAVENPORT, IA-ROCK ISLAND, IL","3908","2013-01"
"273","0","01","0","ROCKFORD AIRPORT, IL","3909","2013-01"
"274","0","01","0","WAUKEGAN AIRPORT, IL","3981","2013-01"
"275","0","01","0","CHICAGO EXECUTIVE AIRPORT, IL (FORMALLY PAL-WAUKEE","3983","2013-01"
"276","44535","01","637831","CLEVELAND, OH","4101","2013-01"
"277","0","01","0","CINCINNATI-LAWRENCEBURG, OH","4102","2013-01"
"278","0","01","0","COLUMBUS, OH","4103","2013-01"
"279","0","01","0","BRIDGEWATER, ME","0127","2013-01"
"280","0","01","0","BATH, ME","0111","2013-01"
"281","176764","01","639363","CALAIS, ME","0115","2013-01"
"282","0","01","0","LIMESTONE, ME","0118","2013-01"
"283","777538","01","3207278","PORTSMOUTH, NH","0131","2013-01"
"284","0","01","0","MANCHESTER USER FEE AIRPORT, NH","0182","2013-01"
"285","0","01","0","ST. ALBANS, VT","0201","2013-01"
"286","0","01","0","RICHFORD, VT","0203","2013-01"
"287","0","01","0","BEECHER FALLS, VT","0206","2013-01"
"288","0","01","0","BURLINGTON, VT","0207","2013-01"
"289","0","01","0","DERBY LINE, VT","0209","2013-01"
"290","0","01","0","NORTON, VT","0211","2013-01"
"291","0","01","0","HIGHGATE SPRINGS-ALBURG, VT","0212","2013-01"
"292","46691129","01","48830578","BOSTON, MA","0401","2013-01"
"293","0","01","0","WORCESTER, MA","0403","2013-01"
"294","0","01","0","PLYMOUTH, MA","0406","2013-01"
"295","1766","01","8187","SALEM, MA","0408","2013-01"
"296","0","01","0","PROVINCETOWN, MA","0409","2013-01"
"297","0","01","0","BRIDGEPORT, CT","0410","2013-01"
"298","0","01","0","HARTFORD, CT","0411","2013-01"
"299","0","01","0","NEW HAVEN, CT","0412","2013-01"
"300","0","01","0","NEW LONDON, CT","0413","2013-01"
"301","0","01","0","LOGAN AIRPORT, MA","0417","2013-01"
"302","2552","01","36360","PROVIDENCE, RI","0502","2013-01"
"303","0","01","0","MELLVILLE, RI","0503","2013-01"
"304","0","01","0","OGDENSBURG, NY","0701","2013-01"
"305","0","01","0","MASSENA, NY","0704","2013-01"
"306","65802","01","1090105","ALEXANDRIA BAY, NY","0708","2013-01"
"307","106566","01","856676","CHAMPLAIN-ROUSES POINT, NY","0712","2013-01"
"308","0","01","0","CLAYTON, NY","0714","2013-01"
"309","0","01","0","TROUT RIVER, NY","0715","2013-01"
"310","511270","01","8347453","BUFFALO-NIAGARA FALLS, NY","0901","2013-01"
"311","8213131406","01","18924696418","TOTAL FOR ALL PORTS","-","2013-01"
"312","0","01","0","INDIANAPOLIS, IN","4110","2013-01"
"313","0","01","0","DAYTON, OH","4104","2013-01"
"314","0","01","0","TOLEDO-SANDUSKY, OH","4105","2013-01"
"315","0","01","0","ERIE, PA","4106","2013-01"
"316","0","01","0","AKRON, OH","4112","2013-01"
"317","0","01","0","LOUISVILLE, KY","4115","2013-01"
"318","0","01","0","OWENSBORO-EVANSVILLE, IN","4116","2013-01"
"319","0","01","0","HURON, OH","4117","2013-01"
"320","0","01","0","FORT WAYNE AIRPORT, IN","4183","2013-01"
"321","0","01","0","BLUEGRASS AIRPORT, LEXINGTON, KY","4184","2013-01"
"322","0","01","0","KANSAS CITY, MO","4501","2013-01"
"323","0","01","0","ST. JOSEPH, MO","4502","2013-01"
"324","0","01","0","ST. LOUIS, MO","4503","2013-01"
"325","0","01","0","WICHITA, KS","4504","2013-01"
"326","0","01","0","SPRINGFIELD, MO","4505","2013-01"
"327","847720","01","10727892","AGUADILLA, PR","4901","2013-01"
"328","0","01","0","HUMACAO, PR","4906","2013-01"
"329","342413","01","2074616","MAYAGUEZ, PR","4907","2013-01"
"330","29989226","01","103157374","SAN JUAN, PR","4909","2013-01"
"331","0","01","0","GUAYANILLA, PR","4912","2013-01"
"332","0","01","0","SAN JUAN INTERNATIONAL AIRPORT, PR","4913","2013-01"
"333","52721","01","239959","CHARLOTTE AMALIE, VI","5101","2013-01"
"334","3449","01","7690","CRUZ BAY, VI","5102","2013-01"
"335","73448","01","227634","CORAL BAY, VI","5103","2013-01"
"336","0","01","0","CHRISTIANSTED, VI","5104","2013-01"
"337","150458538","01","581482067","MIAMI, FL","5201","2013-01"
"338","70549","01","329017","KEY WEST, FL","5202","2013-01"
"339","113067160","01","587109780","PORT EVERGLADES, FL","5203","2013-01"
"340","35277772","01","99565382","WEST PALM BEACH, FL","5204","2013-01"
"341","800812","01","5204682","FORT PIERCE, FL","5205","2013-01"
"342","0","01","0","MIAMI INTERNATIONAL AIRPORT, FL","5206","2013-01"
"343","0","01","0","FT. LAUDERDALE INTERNATIONAL AIRPORT, FL","5210","2013-01"
"344","1007202228","01","2158486640","HOUSTON, TX","5301","2013-01"
"345","17276","01","205455","TEXAS CITY, TX","5306","2013-01"
"346","0","01","0","HOUSTON INTERCONTINENTAL AIRPORT, TX","5309","2013-01"
"347","6170378","01","15337707","GALVESTON, TX","5310","2013-01"
"348","12078246","01","15653049","FREEPORT, TX","5311","2013-01"
"349","98151419","01","46000571","CORPUS CHRISTI, TX","5312","2013-01"
"350","0","01","0","PORT LAVACA, TX","5313","2013-01"
"351","352723","01","428331","WASHINGTON, DC","5401","2013-01"
"352","0","01","0","ALEXANDRIA, VA","5402","2013-01"
"353","0","01","0","DALLAS-FORT WORTH, TX","5501","2013-01"
"354","0","01","0","AMARILLO, TX","5502","2013-01"
"355","0","01","0","OKLAHOMA CITY, OK","5504","2013-01"
"356","0","01","0","TULSA, OK","5505","2013-01"
"357","0","01","0","AUSTIN, TX","5506","2013-01"
"358","0","01","0","SAN ANTONIO, TX","5507","2013-01"
"359","0","01","0","FORT WORTH ALLIANCE AIRPORT, TX","5583","2013-01"
"360","0","01","0","ADDISON AIRPORT, DALLAS, TX","5584","2013-01"
"361","0","01","0","DALLAS LOVE FIELD, DALLAS, TX","5588","2013-01"
"362","0","01","765082",NA,"5901","2013-01"
"363","0","01","0","VESSELS UNDER OWN POWER","6000","2013-01"
"364","0","01","0","LOW VALUE","7000","2013-01"
"365","0","01","0","MAIL SHIPMENTS","8000","2013-01"
"366","13520395","02","77574759","DETROIT, MI","3801","2013-02"
"367","0","02","0","GREEN BAY, WI","3703","2013-02"
"368","0","02","0","MANITOWOC, WI","3706","2013-02"
"369","0","02","0","RACINE, WI","3708","2013-02"
"370","4452515","02","26393435","PORT HURON, MI","3802","2013-02"
"371","0","02","0","SAULT STE MARIE, MI","3803","2013-02"
"372","0","02","0","BATTLE CREEK, MI","3805","2013-02"
"373","0","02","0","GRAND RAPIDS, MI","3806","2013-02"
"374","0","02","0","DETROIT METROPOLITAN AIRPORT, MI","3807","2013-02"
"375","0","02","0","ESCANABA, MI","3808","2013-02"
"376","0","02","0","MARQUETTE, MI","3809","2013-02"
"377","0","02","0","ROGERS CITY, MI","3818","2013-02"
"378","9037","02","104400","DETOUR CITY, MI","3819","2013-02"
"379","0","02","0","MACKINAC ISLAND, MI","3820","2013-02"
"380","0","02","0","PRESQUE ISLE, MI","3842","2013-02"
"381","0","02","0","ALPENA, MI","3843","2013-02"
"382","0","02","0","OAKLAND-PONTIAC AIRPORT, MI","3881","2013-02"
"383","0","02","0","WILLOW RUN AIRPORT, YPSILANTI, MI","3882","2013-02"
"384","0","02","0","CAPITAL REGION INTERNATIONAL AIRPORT, LANSING, MI","3883","2013-02"
"385","1714881","02","3552359","CHICAGO, IL","3901","2013-02"
"386","0","02","0","PEORIA, IL","3902","2013-02"
"387","0","02","0","GARY, IN","3905","2013-02"
"388","0","02","0","DAVENPORT, IA-ROCK ISLAND, IL","3908","2013-02"
"389","0","02","0","ROCKFORD AIRPORT, IL","3909","2013-02"
"390","0","02","0","WAUKEGAN AIRPORT, IL","3981","2013-02"
"391","0","02","0","CHICAGO EXECUTIVE AIRPORT, IL (FORMALLY PAL-WAUKEE","3983","2013-02"
"392","291954","02","1053982","CLEVELAND, OH","4101","2013-02"
"393","0","02","0","CINCINNATI-LAWRENCEBURG, OH","4102","2013-02"
"394","0","02","0","COLUMBUS, OH","4103","2013-02"
"395","0","02","0","DAYTON, OH","4104","2013-02"
"396","165275","02","246689","TOLEDO-SANDUSKY, OH","4105","2013-02"
"397","0","02","0","ERIE, PA","4106","2013-02"
"398","0","02","0","INDIANAPOLIS, IN","4110","2013-02"
"399","0","02","0","AKRON, OH","4112","2013-02"
"400","0","02","0","LOUISVILLE, KY","4115","2013-02"
"401","0","02","0","OWENSBORO-EVANSVILLE, IN","4116","2013-02"
"402","0","02","0","HURON, OH","4117","2013-02"
"403","0","02","0","LORAIN, OH","4121","2013-02"
"404","0","02","0","FORT WAYNE AIRPORT, IN","4183","2013-02"
"405","0","02","0","BLUEGRASS AIRPORT, LEXINGTON, KY","4184","2013-02"
"406","0","02","0","KANSAS CITY, MO","4501","2013-02"
"407","0","02","0","ST. JOSEPH, MO","4502","2013-02"
"408","0","02","0","ST. LOUIS, MO","4503","2013-02"
"409","0","02","0","WICHITA, KS","4504","2013-02"
"410","0","02","0","SPRINGFIELD, MO","4505","2013-02"
"411","773860","02","9540102","AGUADILLA, PR","4901","2013-02"
"412","0","02","0","HUMACAO, PR","4906","2013-02"
"413","336521","02","1967305","MAYAGUEZ, PR","4907","2013-02"
"414","2999000","02","312388","PONCE, PR","4908","2013-02"
"415","34820188","02","113845187","SAN JUAN, PR","4909","2013-02"
"416","0","02","0","GUAYANILLA, PR","4912","2013-02"
"417","0","02","0","SAN JUAN INTERNATIONAL AIRPORT, PR","4913","2013-02"
"418","101825","02","92622","CHARLOTTE AMALIE, VI","5101","2013-02"
"419","16761","02","63780","CRUZ BAY, VI","5102","2013-02"
"420","0","02","0","CORAL BAY, VI","5103","2013-02"
"421","35551","02","44055","CHRISTIANSTED, VI","5104","2013-02"
"422","151641206","02","596845498","MIAMI, FL","5201","2013-02"
"423","25996","02","64812","KEY WEST, FL","5202","2013-02"
"424","123635433","02","675115256","PORT EVERGLADES, FL","5203","2013-02"
"425","35649411","02","94455237","WEST PALM BEACH, FL","5204","2013-02"
"426","0","02","0","FORT PIERCE, FL","5205","2013-02"
"427","0","02","0","MIAMI INTERNATIONAL AIRPORT, FL","5206","2013-02"
"428","0","02","0","FT. LAUDERDALE INTERNATIONAL AIRPORT, FL","5210","2013-02"
"429","6037585","02","44947930","GALVESTON, TX","5310","2013-02"
"430","969510815","02","2301589094","HOUSTON, TX","5301","2013-02"
"431","61865","02","190124","TEXAS CITY, TX","5306","2013-02"
